Price,MSFT
2020-07-17,194.05743408203125
2020-07-20,202.39825439453125
2020-07-21,199.67213439941406
2020-07-22,202.54168701171875
2020-07-23,193.73219299316406
2020-07-24,192.54611206054688
2020-07-27,194.9852294921875
2020-07-28,193.2347869873047
2020-07-29,195.18609619140625
2020-07-30,195.03305053710938
2020-07-31,196.09474182128906
2020-08-03,207.1233673095703
2020-08-04,204.0146942138672
2020-08-05,203.67994689941406
2020-08-06,206.94161987304688
2020-08-07,203.2399139404297
2020-08-10,199.1938934326172
2020-08-11,194.53564453125
2020-08-12,200.0929718017578
2020-08-13,199.6243133544922
2020-08-14,199.81556701660156
2020-08-17,201.13558959960938
2020-08-18,202.29295349121094
2020-08-19,201.06565856933594
2020-08-20,205.74476623535156
2020-08-21,204.2489776611328
2020-08-24,204.89141845703125
2020-08-25,207.5569305419922
2020-08-26,212.04421997070312
2020-08-27,217.2506561279297
2020-08-28,219.48472595214844
2020-08-31,216.24391174316406
2020-09-01,217.91229248046875
2020-09-02,222.1118927001953
2020-09-03,208.35276794433594
2020-09-04,205.4283447265625
2020-09-08,194.31556701660156
2020-09-09,202.59022521972656
2020-09-10,196.91397094726562
2020-09-11,195.62913513183594
2020-09-14,196.9523468017578
2020-09-15,200.1835174560547
2020-09-16,196.60719299316406
2020-09-17,194.55528259277344
2020-09-18,192.1390380859375
2020-09-21,194.2005157470703
2020-09-22,198.87953186035156
2020-09-23,192.33078002929688
2020-09-24,194.82374572753906
2020-09-25,199.26312255859375
2020-09-28,200.81639099121094
2020-09-29,198.72616577148438
2020-09-30,201.6697540283203
2020-10-01,203.71205139160156
2020-10-02,197.7001953125
2020-10-05,201.71768188476562
2020-10-06,197.43173217773438
2020-10-07,201.19032287597656
2020-10-08,201.90945434570312
2020-10-09,206.9241180419922
2020-10-12,212.28395080566406
2020-10-13,213.68385314941406
2020-10-14,211.76617431640625
2020-10-15,210.61563110351562
2020-10-16,210.61563110351562
2020-10-19,205.39962768554688
2020-10-20,205.81185913085938
2020-10-21,205.95571899414062
2020-10-22,206.04196166992188
2020-10-23,207.32679748535156
2020-10-26,201.43003845214844
2020-10-27,204.46951293945312
2020-10-28,194.33474731445312
2020-10-29,196.2907257080078
2020-10-30,194.13339233398438
2020-11-02,193.9991455078125
2020-11-03,197.9303436279297
2020-11-04,207.48023986816406
2020-11-05,214.09613037109375
2020-11-06,214.50843811035156
2020-11-09,209.3978729248047
2020-11-10,202.3217315673828
2020-11-11,207.6336212158203
2020-11-12,206.56935119628906
2020-11-13,207.59527587890625
2020-11-16,208.28565979003906
2020-11-17,205.62969970703125
2020-11-18,202.9187469482422
2020-11-19,204.20692443847656
2020-11-20,202.25543212890625
2020-11-23,201.98623657226562
2020-11-24,205.59124755859375
2020-11-25,205.6008758544922
2020-11-27,206.90830993652344
2020-11-30,205.79315185546875
2020-12-01,207.8503875732422
2020-12-02,207.04286193847656
2020-12-03,205.95651245117188
2020-12-04,206.0719451904297
2020-12-07,206.00460815429688
2020-12-08,207.65811157226562
2020-12-09,203.6108856201172
2020-12-10,202.38038635253906
2020-12-11,205.01441955566406
2020-12-14,205.91810607910156
2020-12-15,205.85079956054688
2020-12-16,210.8016815185547
2020-12-17,210.93626403808594
2020-12-18,210.1383819580078
2020-12-21,213.98370361328125
2020-12-22,215.28152465820312
2020-12-23,212.47439575195312
2020-12-24,214.1374969482422
2020-12-28,216.26206970214844
2020-12-29,215.4833984375
2020-12-30,213.10887145996094
2020-12-31,213.82028198242188
2021-01-04,209.2731475830078
2021-01-05,209.4750518798828
2021-01-06,204.04348754882812
2021-01-07,209.8499755859375
2021-01-08,211.12852478027344
2021-01-11,209.0808868408203
2021-01-12,206.6199188232422
2021-01-13,207.97537231445312
2021-01-14,204.7837371826172
2021-01-15,204.4280242919922
2021-01-19,208.07150268554688
2021-01-20,215.66603088378906
2021-01-21,216.27166748046875
2021-01-22,217.21380615234375
2021-01-25,220.65538024902344
2021-01-26,223.3470916748047
2021-01-27,223.89508056640625
2021-01-28,229.6919403076172
2021-01-29,222.99142456054688
2021-02-01,230.3840789794922
2021-02-02,230.24951171875
2021-02-03,233.6045684814453
2021-02-04,232.65286254882812
2021-02-05,232.8354949951172
2021-02-08,233.09506225585938
2021-02-09,234.34481811523438
2021-02-10,233.4315185546875
2021-02-11,235.03697204589844
2021-02-12,235.5176239013672
2021-02-16,234.2775115966797
2021-02-17,235.29884338378906
2021-02-18,234.90374755859375
2021-02-19,232.18658447265625
2021-02-22,225.96202087402344
2021-02-23,224.76722717285156
2021-02-24,226.0005645751953
2021-02-25,220.64329528808594
2021-02-26,223.90972900390625
2021-03-01,228.3035125732422
2021-03-02,225.34539794921875
2021-03-03,219.26539611816406
2021-03-04,218.4656524658203
2021-03-05,223.15809631347656
2021-03-08,219.10159301757812
2021-03-09,225.25869750976562
2021-03-10,223.94822692871094
2021-03-11,228.48658752441406
2021-03-12,227.15687561035156
2021-03-15,226.25112915039062
2021-03-16,229.04539489746094
2021-03-17,228.39981079101562
2021-03-18,222.31021118164062
2021-03-19,221.9536895751953
2021-03-22,227.3881072998047
2021-03-23,228.92015075683594
2021-03-24,226.87745666503906
2021-03-25,223.8711700439453
2021-03-26,227.8602294921875
2021-03-29,226.6654510498047
2021-03-30,223.39903259277344
2021-03-31,227.17611694335938
2021-04-01,233.5162811279297
2021-04-05,239.9913330078125
2021-04-06,238.82546997070312
2021-04-07,240.7910919189453
2021-04-08,244.01898193359375
2021-04-09,246.5242156982422
2021-04-12,246.58200073242188
2021-04-13,249.06797790527344
2021-04-14,246.27371215820312
2021-04-15,250.0411834716797
2021-04-16,251.23593139648438
2021-04-19,249.30886840820312
2021-04-20,248.8463592529297
2021-04-21,251.08177185058594
2021-04-22,247.79612731933594
2021-04-23,251.63099670410156
2021-04-26,252.01644897460938
2021-04-27,252.421142578125
2021-04-28,245.28121948242188
2021-04-29,243.30592346191406
2021-04-30,242.98794555664062
2021-05-03,242.67965698242188
2021-05-04,238.75799560546875
2021-05-05,237.48611450195312
2021-05-06,240.62728881835938
2021-05-07,243.25779724121094
2021-05-10,238.1702117919922
2021-05-11,237.25485229492188
2021-05-12,230.2884063720703
2021-05-13,234.17147827148438
2021-05-14,239.10484313964844
2021-05-17,236.24310302734375
2021-05-18,234.21971130371094
2021-05-19,234.79916381835938
2021-05-20,238.0441436767578
2021-05-21,236.77896118164062
2021-05-24,242.1969757080078
2021-05-25,243.10479736328125
2021-05-26,242.88265991210938
2021-05-27,240.77728271484375
2021-05-28,241.13462829589844
2021-06-01,238.9326629638672
2021-06-02,238.83609008789062
2021-06-03,237.300537109375
2021-06-04,242.20663452148438
2021-06-07,245.12332153320312
2021-06-08,243.92575073242188
2021-06-09,244.91079711914062
2021-06-10,248.43588256835938
2021-06-11,249.06369018554688
2021-06-14,250.9952392578125
2021-06-15,249.5175323486328
2021-06-16,248.57113647460938
2021-06-17,251.97061157226562
2021-06-18,250.55093383789062
2021-06-21,253.64141845703125
2021-06-22,256.4228515625
2021-06-23,256.1910705566406
2021-06-24,257.5624694824219
2021-06-25,255.94964599609375
2021-06-28,259.52301025390625
2021-06-29,262.1112365722656
2021-06-30,261.6283264160156
2021-07-01,262.30438232421875
2021-07-02,268.1473388671875
2021-07-06,268.156982421875
2021-07-07,270.3493347167969
2021-07-08,267.92523193359375
2021-07-09,268.4273986816406
2021-07-12,267.8287048339844
2021-07-13,271.3633728027344
2021-07-14,272.8410339355469
2021-07-15,271.4115905761719
2021-07-16,271.1412658691406
2021-07-19,267.5292663574219
2021-07-20,269.76019287109375
2021-07-21,271.76904296875
2021-07-22,276.3467712402344
2021-07-23,279.75592041015625
2021-07-26,279.1571960449219
2021-07-27,276.733154296875
2021-07-28,276.42401123046875
2021-07-29,276.6943664550781
2021-07-30,275.15887451171875
2021-08-02,275.0719299316406
2021-08-03,277.29327392578125
2021-08-04,276.7041931152344
2021-08-05,279.611083984375
2021-08-06,279.5531005859375
2021-08-09,278.4618225097656
2021-08-10,276.6365051269531
2021-08-11,277.12908935546875
2021-08-12,279.8911437988281
2021-08-13,282.8271484375
2021-08-16,284.5172424316406
2021-08-17,283.0492248535156
2021-08-18,281.31719970703125
2021-08-19,287.16162109375
2021-08-20,294.5058898925781
2021-08-23,294.7865295410156
2021-08-24,292.8222351074219
2021-08-25,292.23199462890625
2021-08-26,289.4065246582031
2021-08-27,290.0161437988281
2021-08-30,293.7608947753906
2021-08-31,292.1062316894531
2021-09-01,292.05780029296875
2021-09-02,291.3998718261719
2021-09-03,291.39013671875
2021-09-07,290.4613342285156
2021-09-08,290.4903259277344
2021-09-09,287.6261291503906
2021-09-10,286.13592529296875
2021-09-13,287.3745422363281
2021-09-14,290.0838623046875
2021-09-15,294.95098876953125
2021-09-16,295.3380432128906
2021-09-17,290.1612548828125
2021-09-20,284.7716064453125
2021-09-21,285.25543212890625
2021-09-22,288.9129943847656
2021-09-23,289.8612976074219
2021-09-24,289.6580810546875
2021-09-27,284.6458435058594
2021-09-28,274.34063720703125
2021-09-29,274.8050537109375
2021-09-30,272.79241943359375
2021-10-01,279.74005126953125
2021-10-04,273.94390869140625
2021-10-05,279.4109802246094
2021-10-06,283.6200866699219
2021-10-07,285.30377197265625
2021-10-08,285.30377197265625
2021-10-11,284.7039794921875
2021-10-12,283.3975524902344
2021-10-13,286.7165832519531
2021-10-14,292.9480285644531
2021-10-15,294.36077880859375
2021-10-18,297.3410339355469
2021-10-19,298.2506103515625
2021-10-20,297.4571838378906
2021-10-21,300.6987609863281
2021-10-22,299.1504821777344
2021-10-25,298.15380859375
2021-10-26,300.0697021484375
2021-10-27,312.70697021484375
2021-10-28,313.84869384765625
2021-10-29,320.8833312988281
2021-11-01,318.7062072753906
2021-11-02,322.3444519042969
2021-11-03,323.1863098144531
2021-11-04,325.5472717285156
2021-11-05,325.1795959472656
2021-11-08,326.0794982910156
2021-11-09,325.07318115234375
2021-11-10,320.0898742675781
2021-11-11,321.66705322265625
2021-11-12,325.8182373046875
2021-11-15,325.1893005371094
2021-11-16,328.51788330078125
2021-11-17,328.74090576171875
2021-11-18,330.8251037597656
2021-11-19,332.6087646484375
2021-11-22,329.4291076660156
2021-11-23,327.3448791503906
2021-11-24,327.56793212890625
2021-11-26,319.5897521972656
2021-11-29,326.3270568847656
2021-11-30,320.471923828125
2021-12-01,319.9775390625
2021-12-02,319.4055480957031
2021-12-03,313.1239318847656
2021-12-06,316.20660400390625
2021-12-07,324.6694030761719
2021-12-08,324.7178649902344
2021-12-09,322.9051208496094
2021-12-10,332.0562438964844
2021-12-13,329.0122985839844
2021-12-14,318.2908020019531
2021-12-15,324.40765380859375
2021-12-16,314.9560546875
2021-12-17,313.8897705078125
2021-12-20,310.1187744140625
2021-12-21,317.2729187011719
2021-12-22,323.00201416015625
2021-12-23,324.4464416503906
2021-12-27,331.9689636230469
2021-12-28,330.8056640625
2021-12-29,331.4842529296875
2021-12-30,328.9347839355469
2021-12-31,326.0266418457031
2022-01-03,324.5046081542969
2022-01-04,318.9403076171875
2022-01-05,306.69683837890625
2022-01-06,304.27337646484375
2022-01-07,304.428466796875
2022-01-10,304.6513671875
2022-01-11,305.3396911621094
2022-01-12,308.5289306640625
2022-01-13,295.4712219238281
2022-01-14,300.7059326171875
2022-01-18,293.3869934082031
2022-01-19,294.0462341308594
2022-01-20,292.369140625
2022-01-21,286.9696960449219
2022-01-24,287.2991943359375
2022-01-25,279.66046142578125
2022-01-26,287.62884521484375
2022-01-27,290.66302490234375
2022-01-28,298.82537841796875
2022-01-31,301.46209716796875
2022-02-01,299.31005859375
2022-02-02,303.8661804199219
2022-02-03,292.02996826171875
2022-02-04,296.576416015625
2022-02-07,291.7391052246094
2022-02-08,295.2384948730469
2022-02-09,301.6850280761719
2022-02-10,293.12530517578125
2022-02-11,286.00994873046875
2022-02-14,285.9712219238281
2022-02-15,291.2737731933594
2022-02-16,290.93377685546875
2022-02-17,282.4146423339844
2022-02-18,279.6947021484375
2022-02-22,279.4906921386719
2022-02-23,272.2538146972656
2022-02-24,286.1642150878906
2022-02-25,288.806396484375
2022-02-28,290.24407958984375
2022-03-01,286.51397705078125
2022-03-02,291.6040344238281
2022-03-03,287.4561767578125
2022-03-04,281.56951904296875
2022-03-07,270.9327087402344
2022-03-08,267.9602355957031
2022-03-09,280.2484130859375
2022-03-10,277.4216613769531
2022-03-11,272.0595397949219
2022-03-14,268.53338623046875
2022-03-15,278.9370422363281
2022-03-16,285.9700012207031
2022-03-17,286.7762145996094
2022-03-18,291.8371887207031
2022-03-21,290.603515625
2022-03-22,295.3634033203125
2022-03-23,290.9240417480469
2022-03-24,295.40228271484375
2022-03-25,294.9942626953125
2022-03-28,301.8135070800781
2022-03-29,306.3887939453125
2022-03-30,304.88311767578125
2022-03-31,299.4918212890625
2022-04-01,300.5700988769531
2022-04-04,305.96136474609375
2022-04-05,301.9883117675781
2022-04-06,290.93377685546875
2022-04-07,292.7502746582031
2022-04-08,288.4761657714844
2022-04-11,277.1011047363281
2022-04-12,273.9925842285156
2022-04-13,279.39361572265625
2022-04-14,271.826416015625
2022-04-18,272.49664306640625
2022-04-19,277.1399230957031
2022-04-20,278.1695556640625
2022-04-21,272.7783508300781
2022-04-22,266.1922302246094
2022-04-25,272.6908874511719
2022-04-26,262.49127197265625
2022-04-27,275.1194152832031
2022-04-28,281.3460998535156
2022-04-29,269.5824279785156
2022-05-02,276.3337097167969
2022-05-03,273.7205810546875
2022-05-04,281.6861267089844
2022-05-05,269.41729736328125
2022-05-06,266.87225341796875
2022-05-09,257.0125427246094
2022-05-10,261.79180908203125
2022-05-11,253.0978240966797
2022-05-12,248.0465545654297
2022-05-13,253.65150451660156
2022-05-16,254.02066040039062
2022-05-17,259.1884765625
2022-05-18,247.38772583007812
2022-05-19,246.4724884033203
2022-05-20,245.90774536132812
2022-05-23,253.78460693359375
2022-05-24,252.7818145751953
2022-05-25,255.60540771484375
2022-05-26,258.8963623046875
2022-05-27,266.0430603027344
2022-05-31,264.70916748046875
2022-06-01,265.24468994140625
2022-06-02,267.3477783203125
2022-06-03,262.9078674316406
2022-06-06,261.67132568359375
2022-06-07,265.3225402832031
2022-06-08,263.2876281738281
2022-06-09,257.815673828125
2022-06-10,246.32644653320312
2022-06-13,235.87904357910156
2022-06-14,238.0503387451172
2022-06-15,245.12879943847656
2022-06-16,238.51771545410156
2022-06-17,241.12705993652344
2022-06-21,247.05670166015625
2022-06-22,246.46275329589844
2022-06-23,252.0417938232422
2022-06-24,260.6490173339844
2022-06-27,257.9129943847656
2022-06-28,249.72451782226562
2022-06-29,253.40493774414062
2022-06-30,250.0653076171875
2022-07-01,252.74285888671875
2022-07-05,255.92674255371094
2022-07-06,259.1982727050781
2022-07-07,261.33056640625
2022-07-08,260.6099853515625
2022-07-11,257.5430603027344
2022-07-12,246.98851013183594
2022-07-13,246.06356811523438
2022-07-14,247.38772583007812
2022-07-15,249.95822143554688
2022-07-18,247.5532684326172
2022-07-19,252.69418334960938
2022-07-20,255.36195373535156
2022-07-21,257.8642883300781
2022-07-22,253.5023651123047
2022-07-25,252.01258850097656
2022-07-26,245.26510620117188
2022-07-27,261.6615905761719
2022-07-28,269.1295471191406
2022-07-29,273.3454895019531
2022-08-01,270.6874694824219
2022-08-02,267.5814514160156
2022-08-03,275.0299987792969
2022-08-04,276.1788635253906
2022-08-05,275.4583435058594
2022-08-08,272.9366149902344
2022-08-09,274.86444091796875
2022-08-10,281.54376220703125
2022-08-11,279.4600830078125
2022-08-12,284.22137451171875
2022-08-15,285.740234375
2022-08-16,285.00018310546875
2022-08-17,284.2489318847656
2022-08-18,283.1268005371094
2022-08-19,279.20440673828125
2022-08-22,271.0083312988281
2022-08-23,269.7301330566406
2022-08-24,269.09588623046875
2022-08-25,272.08160400390625
2022-08-26,261.582763671875
2022-08-29,258.7922058105469
2022-08-30,256.58709716796875
2022-08-31,255.12351989746094
2022-09-01,254.0793914794922
2022-09-02,249.84478759765625
2022-09-06,247.1029815673828
2022-09-07,251.82546997070312
2022-09-08,252.24508666992188
2022-09-09,258.0408935546875
2022-09-12,260.177734375
2022-09-13,245.87356567382812
2022-09-14,246.0979766845703
2022-09-15,239.4240264892578
2022-09-16,238.799560546875
2022-09-19,238.5848846435547
2022-09-20,236.5651092529297
2022-09-21,233.15008544921875
2022-09-22,235.1308135986328
2022-09-23,232.1450653076172
2022-09-26,231.68649291992188
2022-09-27,230.6717529296875
2022-09-28,235.21864318847656
2022-09-29,231.7352752685547
2022-09-30,227.2469482421875
2022-10-03,234.89663696289062
2022-10-04,242.83909606933594
2022-10-05,243.15130615234375
2022-10-06,240.7998046875
2022-10-07,228.5543975830078
2022-10-10,223.6855010986328
2022-10-11,219.93873596191406
2022-10-12,220.27047729492188
2022-10-13,228.5543975830078
2022-10-14,223.0122528076172
2022-10-17,231.76455688476562
2022-10-18,232.71096801757812
2022-10-19,230.74002075195312
2022-10-20,230.41806030273438
2022-10-21,236.24313354492188
2022-10-24,241.24862670898438
2022-10-25,244.57586669921875
2022-10-26,225.70529174804688
2022-10-27,221.24618530273438
2022-10-28,230.14483642578125
2022-10-31,226.49563598632812
2022-11-01,222.63177490234375
2022-11-02,214.7576141357422
2022-11-03,209.04962158203125
2022-11-04,216.01632690429688
2022-11-07,222.33901977539062
2022-11-08,223.31472778320312
2022-11-09,219.06057739257812
2022-11-10,237.08224487304688
2022-11-11,241.1120147705078
2022-11-14,235.6869659423828
2022-11-15,236.09677124023438
2022-11-16,236.5272979736328
2022-11-17,236.47837829589844
2022-11-18,236.02828979492188
2022-11-21,236.8404083251953
2022-11-22,239.7562713623047
2022-11-23,242.25140380859375
2022-11-25,242.163330078125
2022-11-28,236.5566864013672
2022-11-29,235.15745544433594
2022-11-30,249.648681640625
2022-12-01,249.20835876464844
2022-12-02,249.53126525878906
2022-12-05,244.81500244140625
2022-12-06,239.8443145751953
2022-12-07,239.11048889160156
2022-12-08,242.0752410888672
2022-12-09,240.13787841796875
2022-12-12,247.07525634765625
2022-12-13,251.390380859375
2022-12-14,251.68392944335938
2022-12-15,243.650634765625
2022-12-16,239.42359924316406
2022-12-19,235.2748565673828
2022-12-20,236.59579467773438
2022-12-21,239.16917419433594
2022-12-22,233.06349182128906
2022-12-23,233.59185791015625
2022-12-27,231.8599853515625
2022-12-28,229.4822540283203
2022-12-29,235.8227996826172
2022-12-30,234.65843200683594
2023-01-03,234.42359924316406
2023-01-04,224.1691436767578
2023-01-05,217.52525329589844
2023-01-06,220.0888671875
2023-01-09,222.2317657470703
2023-01-10,223.92453002929688
2023-01-11,230.69557189941406
2023-01-12,233.37661743164062
2023-01-13,234.0811004638672
2023-01-17,235.17703247070312
2023-01-18,230.73472595214844
2023-01-19,226.938232421875
2023-01-20,235.04978942871094
2023-01-23,237.35902404785156
2023-01-24,236.83062744140625
2023-01-25,235.43142700195312
2023-01-26,242.66236877441406
2023-01-27,242.81890869140625
2023-01-30,237.48622131347656
